28
0	-5	17	-10	-8	-7	-8	-9	-4	8	11	-6	-5	-13	16	-16	-11	5	-6	-2	-4	-4	1	-7	6	-17	18	-6	
30
0	700	800	1500	1500	1300	2000	1700	6400	8700	7300	1900	1000	1700	1800	2500	2600	2300	1900	3000	700	1400	1600	1300	1600	1400	900	1000	
1000	1e+009	700	800	1500	2300	1300	2400	7400	9700	8300	2900	1700	1000	2100	2500	2900	3300	2900	4000	1700	700	1900	1600	1300	2400	1900	900	
1600	600	1e+009	900	1400	2400	1400	2300	8000	10300	8900	3500	1700	1100	2000	2600	3000	3900	3500	4600	2300	700	1900	1700	1300	2400	1900	900	
1500	1200	800	1e+009	1700	2800	1400	2800	7900	10200	8800	3400	900	1100	2100	2600	3000	3800	3400	4500	2200	500	2100	1700	600	2600	2100	1600	
1600	1700	1200	1600	1e+009	1300	1300	1200	8000	10300	8900	3500	2400	600	600	1500	2200	3900	3500	3700	2300	1400	500	1100	2100	1000	500	1800	
1800	1800	1300	1700	200	1e+009	1500	1400	8200	10500	9100	3700	2500	800	800	1600	2400	4100	3600	3800	2500	1500	600	1200	2200	1100	600	1900	
3100	3400	3100	2900	2900	4200	1e+009	4100	9500	11800	10400	5000	2900	2500	1400	1200	1600	5400	5000	5500	3800	2800	3400	1400	2800	3900	3400	3700	
1200	1500	1000	1400	1300	2200	1500	1e+009	7600	9900	8500	3100	2200	1200	1900	2700	3100	3500	3100	4200	1900	1300	1700	1800	1900	2200	1800	600	
22000	22700	22800	23500	23500	23300	24000	23700	1e+009	2400	1000	4100	23000	23700	23800	24500	24600	24300	23900	25000	22700	23400	23600	23300	23600	23400	22900	23000	
24400	25100	25200	25900	25900	25700	26400	26100	2400	1e+009	3100	6400	25400	26100	26200	26900	27000	26700	26300	27400	25100	25800	26000	25700	26000	25800	25300	25400	
22700	23400	23500	24200	24200	24000	24700	24400	700	2700	1e+009	4500	23700	24400	24500	25200	25300	25000	24600	25700	23400	24100	24300	24000	24300	24100	23600	23700	
21400	22100	22200	22900	22900	22700	23400	23100	4500	6800	5400	1e+009	22400	23100	23200	23900	24000	23700	23300	24400	22100	22800	23000	22700	23000	22800	22300	22400	
1900	1400	1100	900	1900	3200	1700	3100	8300	10600	9200	3800	1e+009	1400	2400	2900	3300	4200	3800	4900	2600	800	2400	2000	600	2900	2400	1900	
1000	1400	800	1300	600	1900	1400	1800	7400	9700	8300	2900	2000	1e+009	1200	2000	2800	3300	2900	4000	1700	1100	1000	1600	1700	1500	1100	1200	
2500	2200	1900	1900	2000	3300	800	3200	8900	11200	9800	4400	2700	1500	1e+009	900	1600	4800	4400	5400	3200	1700	2500	500	2400	3000	2500	2700	
3000	2700	2300	2400	2500	3800	1100	3700	9400	11700	10300	4900	3200	2000	700	1e+009	1300	5300	4900	5100	3700	2200	2900	1000	2800	3400	3000	3200	
3500	3300	3000	3100	3200	4500	1800	4400	9900	12200	10800	5400	3900	2600	1400	900	1e+009	5800	5200	4800	4200	2900	3600	1700	3500	4100	3700	3800	
4500	5200	5200	5700	4700	4500	6000	4400	10900	13200	11800	6400	5500	5300	4900	5800	5300	1e+009	1800	900	1800	5500	4700	5400	6100	4400	5100	4900	
4200	4700	4200	4600	4200	4000	4700	3900	10600	12900	11500	6100	5200	4400	4200	5100	4900	2100	1e+009	2500	1200	4400	4100	4700	5100	3700	4500	3500	
3600	4300	4300	4800	3800	3600	4700	3500	10000	12300	10900	5500	4600	4400	4000	4800	4400	1000	2600	1e+009	2600	4600	3800	4500	5200	3500	4200	4000	
3600	4300	4400	5100	4900	4800	5300	4700	10000	12300	10900	5500	4600	4900	4800	5600	6000	1600	1200	2300	1e+009	4900	4600	4900	5200	4300	4500	3900	
1400	700	400	200	1200	2500	900	2400	7800	10100	8700	3300	1000	700	1600	2100	2500	3700	3300	4400	2100	1e+009	1600	1200	700	2200	1700	1300	
1900	2000	1400	1900	400	1300	900	1200	8300	10600	9200	3800	2700	900	200	1000	1800	4200	3500	3700	2600	1700	1e+009	700	2300	1400	900	1800	
2200	2000	1700	1700	1900	3200	700	3100	8600	10900	9500	4100	2600	1300	600	1200	1300	4500	4100	5100	2900	1600	2300	1e+009	2200	2800	2300	2500	
1900	1200	900	600	1700	2900	1400	2900	8300	10600	9200	3800	700	1100	2100	2600	3000	4200	3800	4900	2600	500	2100	1700	1e+009	2600	2100	1700	
2300	2300	1800	2200	700	1700	1300	1600	8700	11000	9600	4200	3100	1300	600	1400	2000	4500	3300	3500	3000	2100	400	1100	2700	1e+009	800	2100	
1700	2200	1700	2100	1100	900	1700	800	8100	10400	9000	3600	2700	1700	1000	1900	2000	4000	3000	3300	2400	2000	900	1500	2600	500	1e+009	1300	
1400	1300	700	1200	1100	1600	1400	1500	7800	10100	8700	3300	2000	1000	1600	2500	2800	3700	3300	4000	2100	1000	1500	1500	1600	2000	1500	1e+009	

